tm_id,dfl_id,club_name,shirt_number,full_name_tm,date_of_birth,position,saison,age
203123,NULL,"Borussia Mönchengladbach",15,HarisTabakovic,1994-06-20,"Sturm - Mittelstürmer",2025_2026,32
203411,NULL,"1.FC Union Berlin",12,JakobBusk,1993-09-12,Torwart,2022_2023,32
203411,NULL,"1.FC Union Berlin",12,JakobBusk,1993-09-12,Torwart,2023_2024,32
203411,NULL,"TSG 1899 Hoffenheim",32,JakobBusk,1993-09-12,Torwart,2024_2025,32
207580,NULL,"SV 07 Elversberg",6,AmaraCondé,1997-01-06,"Mittelfeld - Defensives Mittelfeld",2025_2026,29
207623,NULL,"SC Paderborn 07",16,VisarMusliu,1994-11-13,"Abwehr - Innenverteidiger",2023_2024,31
207623,NULL,"SC Paderborn 07",NULL,VisarMusliu,NULL,"Abwehr - Innenverteidiger",2024_2025,NULL
208167,NULL,"SV Werder Bremen",9,DawidKownacki,1997-03-14,"Sturm - Mittelstürmer",2023_2024,29
211530,NULL,"1.FSV Mainz 05",33,OmerHanin,1998-05-14,Torwart,2022_2023,28
212723,NULL,"Eintracht Frankfurt",8,DjibrilSow,1997-02-06,"Mittelfeld - Zentrales Mittelfeld",2022_2023,29
213751,NULL,"Hamburger SV",4,SebastianSchonlau,1994-08-05,"Abwehr - Innenverteidiger",2022_2023,31
213751,NULL,"Hamburger SV",4,SebastianSchonlau,1994-08-05,"Abwehr - Innenverteidiger",2023_2024,31
213751,NULL,"Hamburger SV",4,SebastianSchonlau,1994-08-05,"Abwehr - Innenverteidiger",2024_2025,31
215099,NULL,"Bayer 04 Leverkusen",22,DaleySinkgraven,1995-07-04,"Abwehr - Linker Verteidiger",2022_2023,31
215599,NULL,"RB Leipzig",16,LukasKlostermann,1996-06-03,"Abwehr - Innenverteidiger",2022_2023,30
215599,NULL,"RB Leipzig",16,LukasKlostermann,1996-06-03,"Abwehr - Innenverteidiger",2023_2024,30
215599,NULL,"RB Leipzig",16,LukasKlostermann,1996-06-03,"Abwehr - Innenverteidiger",2024_2025,30
215599,NULL,"RB Leipzig",16,LukasKlostermann,1996-06-03,"Abwehr - Innenverteidiger",2025_2026,30
216181,NULL,"Eintracht Frankfurt",18,AlmamyTouré,1996-04-28,"Abwehr - Innenverteidiger",2022_2023,30
216422,NULL,"SV 07 Elversberg",33,MauriceNeubauer,1996-04-29,"Mittelfeld - Linkes Mittelfeld",2022_2023,30
216422,NULL,"SV 07 Elversberg",33,MauriceNeubauer,1996-04-29,"Mittelfeld - Linkes Mittelfeld",2023_2024,30
216422,NULL,"SV 07 Elversberg",33,MauriceNeubauer,1996-04-29,"Mittelfeld - Linkes Mittelfeld",2024_2025,30
221316,NULL,"Bayer 04 Leverkusen",21,LucasVázquez,1991-07-01,"Abwehr - Rechter Verteidiger",2025_2026,35
222859,NULL,"FC Schalke 04",NULL,FlorentMollet,1991-11-19,"Mittelfeld - Offensives Mittelfeld",2022_2023,34
223967,NULL,"RB Leipzig",27,KonradLaimer,1997-05-27,"Abwehr - Rechter Verteidiger",2022_2023,29
223967,NULL,"FC Bayern München",27,KonradLaimer,1997-05-27,"Abwehr - Rechter Verteidiger",2023_2024,29
223967,NULL,"FC Bayern München",27,KonradLaimer,1997-05-27,"Abwehr - Rechter Verteidiger",2024_2025,29
223967,NULL,"FC Bayern München",NULL,KonradLaimer,1997-05-27,"Abwehr - Rechter Verteidiger",2025_2026,29
223972,NULL,"Bayer 04 Leverkusen",28,PatrickPentz,1997-01-02,Torwart,2022_2023,29
223972,NULL,"Bayer 04 Leverkusen",NULL,PatrickPentz,1997-01-02,Torwart,2023_2024,29
223974,NULL,"TSG 1899 Hoffenheim",NULL,StefanPosch,1997-05-14,"Abwehr - Innenverteidiger",2022_2023,29
223974,NULL,"1.FSV Mainz 05",4,StefanPosch,1997-05-14,"Abwehr - Innenverteidiger",2025_2026,29
223979,NULL,"RB Leipzig",24,XaverSchlager,1997-09-28,"Mittelfeld - Zentrales Mittelfeld",2022_2023,28
223979,NULL,"RB Leipzig",24,XaverSchlager,1997-09-28,"Mittelfeld - Zentrales Mittelfeld",2023_2024,28
223979,NULL,"RB Leipzig",24,XaverSchlager,1997-09-28,"Mittelfeld - Zentrales Mittelfeld",2024_2025,28
223979,NULL,"RB Leipzig",24,XaverSchlager,1997-09-28,"Mittelfeld - Zentrales Mittelfeld",2025_2026,28
225657,NULL,"SC Freiburg",3,PhilippLienhart,1996-07-11,"Abwehr - Innenverteidiger",2022_2023,30
225657,NULL,"SC Freiburg",3,PhilippLienhart,1996-07-11,"Abwehr - Innenverteidiger",2023_2024,30
225657,NULL,"SC Freiburg",3,PhilippLienhart,1996-07-11,"Abwehr - Innenverteidiger",2024_2025,30
225657,NULL,"SC Freiburg",3,PhilippLienhart,1996-07-11,"Abwehr - Innenverteidiger",2025_2026,30
226524,NULL,"1.FC Union Berlin",2,MortenThorsby,1996-05-05,"Mittelfeld - Zentrales Mittelfeld",2022_2023,30
227089,NULL,"1.FC Köln",44,MatthiasKöbbing,1997-05-28,Torwart,2022_2023,29
227089,NULL,"1.FC Köln",44,MatthiasKöbbing,1997-05-28,Torwart,2023_2024,29
227089,NULL,"1.FC Köln",44,MatthiasKöbbing,1997-05-28,Torwart,2024_2025,29
227089,NULL,"1.FC Köln",44,MatthiasKöbbing,1997-05-28,Torwart,2025_2026,29
227093,NULL,"SV 07 Elversberg",9,DominikMartinovic,1997-03-25,"Sturm - Mittelstürmer",2023_2024,29
227110,NULL,"Hamburger SV",25,JordanTorunarigha,1997-08-07,"Abwehr - Innenverteidiger",2025_2026,28
228386,NULL,"SV 07 Elversberg",22,JosephBoyamba,1996-07-29,"Sturm - Rechtsaußen",2023_2024,29
228386,NULL,"SV 07 Elversberg",NULL,JosephBoyamba,NULL,"Sturm - Rechtsaußen",2024_2025,NULL
228645,NULL,"TSG 1899 Hoffenheim",10,WoutWeghorst,1992-08-07,"Sturm - Mittelstürmer",2023_2024,33
229005,NULL,"RB Leipzig",37,AbdouDiallo,1996-05-04,"Abwehr - Innenverteidiger",2022_2023,30
229006,NULL,"Borussia Mönchengladbach",9,FranckHonorat,1996-08-11,"Sturm - Rechtsaußen",2023_2024,29
229006,NULL,"Borussia Mönchengladbach",9,FranckHonorat,1996-08-11,"Sturm - Rechtsaußen",2024_2025,29
229006,NULL,"Borussia Mönchengladbach",9,FranckHonorat,1996-08-11,"Sturm - Rechtsaußen",2025_2026,29
229991,NULL,"SV 07 Elversberg",24,LucaSchnellbacher,1994-05-06,"Sturm - Mittelstürmer",2022_2023,32
229991,NULL,"SV 07 Elversberg",24,LucaSchnellbacher,1994-05-06,"Sturm - Mittelstürmer",2023_2024,32
229991,NULL,"SV 07 Elversberg",24,LucaSchnellbacher,1994-05-06,"Sturm - Mittelstürmer",2024_2025,32
229991,NULL,"SV 07 Elversberg",24,LucaSchnellbacher,1994-05-06,"Sturm - Mittelstürmer",2025_2026,32
230749,NULL,"SC Paderborn 07",NULL,"AdrianBravo Sanchez",NULL,"Mittelfeld - Offensives Mittelfeld",2024_2025,NULL
230818,NULL,"SC Freiburg",35,FabianRüdlin,1997-01-13,"Mittelfeld - Defensives Mittelfeld",2023_2024,29
232144,NULL,"1.FC Union Berlin",32,MilosPantovic,1996-07-07,"Mittelfeld - Offensives Mittelfeld",2022_2023,30
232144,NULL,"1.FC Union Berlin",NULL,MilosPantovic,1996-07-07,"Mittelfeld - Offensives Mittelfeld",2023_2024,30
232320,NULL,"VfB Stuttgart",16,AtakanKarazor,1996-10-13,"Mittelfeld - Defensives Mittelfeld",2022_2023,29
232320,NULL,"VfB Stuttgart",16,AtakanKarazor,1996-10-13,"Mittelfeld - Defensives Mittelfeld",2023_2024,29
232320,NULL,"VfB Stuttgart",16,AtakanKarazor,1996-10-13,"Mittelfeld - Defensives Mittelfeld",2024_2025,29
232320,NULL,"VfB Stuttgart",16,AtakanKarazor,1996-10-13,"Mittelfeld - Defensives Mittelfeld",2025_2026,29
232418,NULL,"1.FC Köln",NULL,OndrejDuda,1994-12-05,"Mittelfeld - Zentrales Mittelfeld",2022_2023,31
232454,NULL,"Bayer 04 Leverkusen",11,NadiemAmiri,1996-10-27,"Mittelfeld - Zentrales Mittelfeld",2022_2023,29
232454,NULL,"1.FSV Mainz 05",18,NadiemAmiri,1996-10-27,"Mittelfeld - Zentrales Mittelfeld",2023_2024,29
232454,NULL,"1.FSV Mainz 05",18,NadiemAmiri,1996-10-27,"Mittelfeld - Zentrales Mittelfeld",2024_2025,29
232454,NULL,"1.FSV Mainz 05",10,NadiemAmiri,1996-10-27,"Mittelfeld - Zentrales Mittelfeld",2025_2026,29
232463,NULL,"VfB Stuttgart",20,LucaPfeiffer,1996-08-20,"Sturm - Mittelstürmer",2022_2023,29
232463,NULL,"SV 07 Elversberg",16,LucaPfeiffer,1996-08-20,"Sturm - Mittelstürmer",2025_2026,29
233782,NULL,"1.FC Union Berlin",20,AïssaLaïdouni,1996-12-13,"Mittelfeld - Zentrales Mittelfeld",2022_2023,29
233782,NULL,"1.FC Union Berlin",20,AïssaLaïdouni,1996-12-13,"Mittelfeld - Zentrales Mittelfeld",2023_2024,29
234029,NULL,"TSG 1899 Hoffenheim",6,GrischaPrömel,1995-01-09,"Mittelfeld - Zentrales Mittelfeld",2022_2023,31
234029,NULL,"TSG 1899 Hoffenheim",6,GrischaPrömel,1995-01-09,"Mittelfeld - Zentrales Mittelfeld",2023_2024,31
234029,NULL,"TSG 1899 Hoffenheim",6,GrischaPrömel,1995-01-09,"Mittelfeld - Zentrales Mittelfeld",2024_2025,31
234029,NULL,"TSG 1899 Hoffenheim",6,GrischaPrömel,1995-01-09,"Mittelfeld - Zentrales Mittelfeld",2025_2026,31
236981,NULL,"1.FC Köln",4,TimoHübers,1996-07-20,"Abwehr - Innenverteidiger",2022_2023,30
236981,NULL,"1.FC Köln",4,TimoHübers,1996-07-20,"Abwehr - Innenverteidiger",2023_2024,30
236981,NULL,"1.FC Köln",4,TimoHübers,1996-07-20,"Abwehr - Innenverteidiger",2024_2025,30
236981,NULL,"1.FC Köln",4,TimoHübers,1996-07-20,"Abwehr - Innenverteidiger",2025_2026,30
236986,NULL,"SV 07 Elversberg",31,ThoreJacobsen,1997-04-19,"Mittelfeld - Defensives Mittelfeld",2022_2023,29
236986,NULL,"SV 07 Elversberg",31,ThoreJacobsen,1997-04-19,"Mittelfeld - Defensives Mittelfeld",2023_2024,29
237164,NULL,"TSG 1899 Hoffenheim",9,IhlasBebou,1994-04-23,"Sturm - Mittelstürmer",2022_2023,32
237164,NULL,"TSG 1899 Hoffenheim",9,IhlasBebou,1994-04-23,"Sturm - Mittelstürmer",2023_2024,32
237164,NULL,"TSG 1899 Hoffenheim",9,IhlasBebou,1994-04-23,"Sturm - Mittelstürmer",2024_2025,32
237164,NULL,"TSG 1899 Hoffenheim",9,IhlasBebou,1994-04-23,"Sturm - Mittelstürmer",2025_2026,32
237226,NULL,"SC Paderborn 07",6,MarvinMehlem,1997-09-11,"Mittelfeld - Offensives Mittelfeld",2024_2025,28
237666,NULL,"Hamburger SV",30,SilvanHefti,1997-10-25,"Abwehr - Rechter Verteidiger",2024_2025,28
238407,NULL,"RB Leipzig",NULL,AlexanderSørloth,1995-12-05,"Sturm - Mittelstürmer",2022_2023,30
238639,NULL,"FC Augsburg",15,SteveMounié,1994-09-29,"Sturm - Mittelstürmer",2024_2025,31
238639,NULL,"FC Augsburg",NULL,SteveMounié,1994-09-29,"Sturm - Mittelstürmer",2025_2026,31
239972,NULL,"SC Paderborn 07",28,JonasCarls,1997-03-25,"Abwehr - Linker Verteidiger",2022_2023,29
240274,NULL,"1.FSV Mainz 05",NULL,AndersonLucoqui,1997-07-06,"Abwehr - Linker Verteidiger",2022_2023,29
241307,NULL,"FC Schalke 04",27,FinnPorath,1997-02-23,"Mittelfeld - Rechtes Mittelfeld",2025_2026,29
241477,NULL,"FC Schalke 04",2,ThomasOuwejan,1996-09-30,"Abwehr - Innenverteidiger",2022_2023,29
241477,NULL,"FC Schalke 04",2,ThomasOuwejan,1996-09-30,"Abwehr - Innenverteidiger",2023_2024,29
242086,NULL,"Bayer 04 Leverkusen",14,PatrikSchick,1996-01-24,"Sturm - Mittelstürmer",2022_2023,30
242086,NULL,"Bayer 04 Leverkusen",14,PatrikSchick,1996-01-24,"Sturm - Mittelstürmer",2023_2024,30
242086,NULL,"Bayer 04 Leverkusen",14,PatrikSchick,1996-01-24,"Sturm - Mittelstürmer",2024_2025,30
242086,NULL,"Bayer 04 Leverkusen",14,PatrikSchick,1996-01-24,"Sturm - Mittelstürmer",2025_2026,30
243188,NULL,"Hamburger SV",8,LászlóBénes,1997-09-09,"Mittelfeld - Zentrales Mittelfeld",2022_2023,28
243188,NULL,"Hamburger SV",8,LászlóBénes,1997-09-09,"Mittelfeld - Zentrales Mittelfeld",2023_2024,28
243188,NULL,"1.FC Union Berlin",20,LászlóBénes,1997-09-09,"Mittelfeld - Zentrales Mittelfeld",2024_2025,28
243605,NULL,"SV 07 Elversberg",21,ErosDacaj,1996-09-09,"Mittelfeld - Offensives Mittelfeld",2022_2023,29
243714,NULL,"FC Bayern München",11,KingsleyComan,1996-06-13,"Sturm - Linksaußen",2022_2023,30
243714,NULL,"FC Bayern München",11,KingsleyComan,1996-06-13,"Sturm - Linksaußen",2023_2024,30
243714,NULL,"FC Bayern München",11,KingsleyComan,1996-06-13,"Sturm - Linksaußen",2024_2025,30
243856,NULL,"SV Werder Bremen",26,"Cedric Itten",NULL,NULL,2022_2023,NULL
244940,NULL,"Borussia Dortmund",6,SalihÖzcan,1998-01-11,"Mittelfeld - Defensives Mittelfeld",2022_2023,28
244940,NULL,"Borussia Dortmund",6,SalihÖzcan,1998-01-11,"Mittelfeld - Defensives Mittelfeld",2023_2024,28
244940,NULL,"Borussia Dortmund",6,SalihÖzcan,1998-01-11,"Mittelfeld - Defensives Mittelfeld",2024_2025,28
244940,NULL,"Borussia Dortmund",6,SalihÖzcan,1998-01-11,"Mittelfeld - Defensives Mittelfeld",2025_2026,28
244997,NULL,"SV 07 Elversberg",26,ArneSicker,1997-04-17,"Abwehr - Linker Verteidiger",2023_2024,29
244997,NULL,"SV 07 Elversberg",26,ArneSicker,1997-04-17,"Abwehr - Linker Verteidiger",2024_2025,29
247555,NULL,"1.FSV Mainz 05",20,EdimilsonFernandes,1996-04-15,"Mittelfeld - Defensives Mittelfeld",2022_2023,30
247555,NULL,"1.FSV Mainz 05",20,EdimilsonFernandes,1996-04-15,"Mittelfeld - Defensives Mittelfeld",2023_2024,30
247555,NULL,"1.FSV Mainz 05",NULL,EdimilsonFernandes,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025,NULL
247915,NULL,"Borussia Mönchengladbach",1,JonasOmlin,1994-01-10,Torwart,2022_2023,32
247915,NULL,"Borussia Mönchengladbach",1,JonasOmlin,1994-01-10,Torwart,2023_2024,32
247915,NULL,"Borussia Mönchengladbach",1,JonasOmlin,1994-01-10,Torwart,2024_2025,32
247915,NULL,"Bayer 04 Leverkusen",18,JonasOmlin,1994-01-10,Torwart,2025_2026,32
248999,NULL,"SC Freiburg",9,LucasHöler,1994-07-10,"Sturm - Mittelstürmer",2022_2023,32
248999,NULL,"SC Freiburg",9,LucasHöler,1994-07-10,"Sturm - Mittelstürmer",2023_2024,32
248999,NULL,"SC Freiburg",9,LucasHöler,1994-07-10,"Sturm - Mittelstürmer",2024_2025,32
248999,NULL,"SC Freiburg",9,LucasHöler,1994-07-10,"Sturm - Mittelstürmer",2025_2026,32
249157,NULL,"FC Augsburg",24,FredrikJensen,1997-09-09,"Mittelfeld - Offensives Mittelfeld",2022_2023,28
249157,NULL,"FC Augsburg",24,FredrikJensen,1997-09-09,"Mittelfeld - Offensives Mittelfeld",2023_2024,28
249157,NULL,"FC Augsburg",24,FredrikJensen,1997-09-09,"Mittelfeld - Offensives Mittelfeld",2024_2025,28
250013,NULL,"1.FSV Mainz 05",NULL,AngeloFulgini,1996-08-20,"Mittelfeld - Offensives Mittelfeld",2022_2023,29
251299,NULL,"1.FSV Mainz 05",1,FinnDahmen,1998-03-27,Torwart,2022_2023,28
251299,NULL,"FC Augsburg",1,FinnDahmen,1998-03-27,Torwart,2023_2024,28
251299,NULL,"FC Augsburg",1,FinnDahmen,1998-03-27,Torwart,2024_2025,28
251299,NULL,"FC Augsburg",1,FinnDahmen,1998-03-27,Torwart,2025_2026,28
251302,NULL,"FC Augsburg",30,NiklasDorsch,1998-01-15,"Mittelfeld - Defensives Mittelfeld",2022_2023,28
251302,NULL,"FC Augsburg",30,NiklasDorsch,1998-01-15,"Mittelfeld - Defensives Mittelfeld",2023_2024,28
251302,NULL,"FC Augsburg",NULL,NiklasDorsch,NULL,"Mittelfeld - Defensives Mittelfeld",2024_2025,NULL
251309,NULL,"TSG 1899 Hoffenheim",8,DennisGeiger,1998-06-10,"Mittelfeld - Zentrales Mittelfeld",2022_2023,28
251309,NULL,"TSG 1899 Hoffenheim",8,DennisGeiger,1998-06-10,"Mittelfeld - Zentrales Mittelfeld",2023_2024,28
251309,NULL,"TSG 1899 Hoffenheim",8,DennisGeiger,1998-06-10,"Mittelfeld - Zentrales Mittelfeld",2024_2025,28
251878,NULL,"1.FSV Mainz 05",3,AarónMartín,1997-04-22,"Abwehr - Linker Verteidiger",2022_2023,29
257455,NULL,"FC Bayern München",16,JoãoPalhinha,1995-07-09,"Mittelfeld - Defensives Mittelfeld",2024_2025,31
257814,NULL,"Borussia Dortmund",1,GregorKobel,1997-12-06,Torwart,2022_2023,28
257814,NULL,"Borussia Dortmund",1,GregorKobel,1997-12-06,Torwart,2023_2024,28
257814,NULL,"Borussia Dortmund",1,GregorKobel,1997-12-06,Torwart,2024_2025,28
257814,NULL,"Borussia Dortmund",1,GregorKobel,1997-12-06,Torwart,2025_2026,28
258039,NULL,"Eintracht Frankfurt",24,AurélioButa,1997-02-10,"Abwehr - Rechter Verteidiger",2022_2023,29
258039,NULL,"Eintracht Frankfurt",24,AurélioButa,1997-02-10,"Abwehr - Rechter Verteidiger",2023_2024,29
258039,NULL,"Eintracht Frankfurt",NULL,AurélioButa,NULL,"Abwehr - Rechter Verteidiger",2025_2026,NULL
260008,NULL,"SV 07 Elversberg",7,ManuelFeil,1994-10-08,"Sturm - Rechtsaußen",2022_2023,31
260008,NULL,"SV 07 Elversberg",7,ManuelFeil,1994-10-08,"Sturm - Rechtsaußen",2023_2024,31
260008,NULL,"SV 07 Elversberg",7,ManuelFeil,1994-10-08,"Sturm - Rechtsaußen",2024_2025,31
260008,NULL,"SV 07 Elversberg",7,ManuelFeil,1994-10-08,"Sturm - Rechtsaußen",2025_2026,31
260053,NULL,"SV Werder Bremen",1,JiriPavlenka,1992-04-14,Torwart,2022_2023,34
260053,NULL,"SV Werder Bremen",1,JiriPavlenka,1992-04-14,Torwart,2023_2024,34
261504,NULL,"Bayer 04 Leverkusen",24,AleixGarcía,1997-06-28,"Mittelfeld - Zentrales Mittelfeld",2024_2025,29
261504,NULL,"Bayer 04 Leverkusen",24,AleixGarcía,1997-06-28,"Mittelfeld - Zentrales Mittelfeld",2025_2026,29
263361,NULL,"Borussia Mönchengladbach",39,MaximilianWöber,1998-02-04,"Abwehr - Innenverteidiger",2023_2024,28
263361,NULL,"SV Werder Bremen",39,MaximilianWöber,1998-02-04,"Abwehr - Innenverteidiger",2025_2026,28
263380,NULL,"SC Freiburg",6,AttilaSzalai,1998-01-20,"Abwehr - Innenverteidiger",2023_2024,28
263380,NULL,"TSG 1899 Hoffenheim",NULL,AttilaSzalai,NULL,"Abwehr - Innenverteidiger",2024_2025,NULL
263801,NULL,"TSG 1899 Hoffenheim",15,KasimAdams,1995-06-22,"Abwehr - Innenverteidiger",2023_2024,31
263804,NULL,"FC Augsburg",11,PepBiel,1996-09-05,"Mittelfeld - Offensives Mittelfeld",2023_2024,29
264960,NULL,"SV 07 Elversberg",14,RobinFellhauer,1998-01-21,"Mittelfeld - Defensives Mittelfeld",2022_2023,28
264960,NULL,"SV 07 Elversberg",14,RobinFellhauer,1998-01-21,"Mittelfeld - Defensives Mittelfeld",2023_2024,28
264960,NULL,"SV 07 Elversberg",6,RobinFellhauer,1998-01-21,"Mittelfeld - Defensives Mittelfeld",2024_2025,28
264960,NULL,"FC Augsburg",19,RobinFellhauer,1998-01-21,"Mittelfeld - Defensives Mittelfeld",2025_2026,28
265127,NULL,"FC Schalke 04",33,ÉderBalanta,1993-02-28,"Mittelfeld - Defensives Mittelfeld",2022_2023,33
269878,NULL,"1.FSV Mainz 05",11,MarcusIngvartsen,1996-01-04,"Sturm - Mittelstürmer",2022_2023,30
270393,NULL,"TSG 1899 Hoffenheim",29,RobertSkov,1996-05-20,"Mittelfeld - Linkes Mittelfeld",2022_2023,30
270393,NULL,"TSG 1899 Hoffenheim",29,RobertSkov,1996-05-20,"Mittelfeld - Linkes Mittelfeld",2023_2024,30
270393,NULL,"1.FC Union Berlin",24,RobertSkov,1996-05-20,"Mittelfeld - Linkes Mittelfeld",2024_2025,30
270393,NULL,"1.FC Union Berlin",24,RobertSkov,1996-05-20,"Mittelfeld - Linkes Mittelfeld",2025_2026,30
270541,NULL,"VfB Stuttgart",9,SerhouGuirassy,1996-03-12,"Sturm - Mittelstürmer",2022_2023,30
270541,NULL,"VfB Stuttgart",9,SerhouGuirassy,1996-03-12,"Sturm - Mittelstürmer",2023_2024,30
270541,NULL,"Borussia Dortmund",9,SerhouGuirassy,1996-03-12,"Sturm - Mittelstürmer",2024_2025,30
270541,NULL,"Borussia Dortmund",9,SerhouGuirassy,1996-03-12,"Sturm - Mittelstürmer",2025_2026,30
272278,NULL,"VfB Stuttgart",22,ChrisFührich,1998-01-09,"Sturm - Linksaußen",2022_2023,28
272278,NULL,"VfB Stuttgart",27,ChrisFührich,1998-01-09,"Sturm - Linksaußen",2023_2024,28
272278,NULL,"VfB Stuttgart",27,ChrisFührich,1998-01-09,"Sturm - Linksaußen",2024_2025,28
272278,NULL,"VfB Stuttgart",10,ChrisFührich,1998-01-09,"Sturm - Linksaußen",2025_2026,28
272587,NULL,"SC Freiburg",11,Daniel-KofiKyereh,1996-03-08,"Mittelfeld - Offensives Mittelfeld",2022_2023,30
272587,NULL,"SC Freiburg",11,Daniel-KofiKyereh,1996-03-08,"Mittelfeld - Offensives Mittelfeld",2023_2024,30
272587,NULL,"SC Freiburg",11,Daniel-KofiKyereh,1996-03-08,"Mittelfeld - Offensives Mittelfeld",2024_2025,30
272587,NULL,"SC Freiburg",11,Daniel-KofiKyereh,1996-03-08,"Mittelfeld - Offensives Mittelfeld",2025_2026,30
272638,NULL,"Eintracht Frankfurt",NULL,JérômeOnguéné,1997-12-22,"Abwehr - Innenverteidiger",2022_2023,28
272812,NULL,"1.FC Köln",NULL,KingsleyEhizibue,1995-05-25,"Abwehr - Rechter Verteidiger",2022_2023,31
272845,NULL,"SV 07 Elversberg",5,"Laurinvon Piechowski",1994-02-22,"Abwehr - Innenverteidiger",2022_2023,32
273132,NULL,"1.FC Union Berlin",6,RobinGosens,1994-07-05,"Abwehr - Linker Verteidiger",2023_2024,32
273132,NULL,"1.FC Union Berlin",NULL,RobinGosens,NULL,"Abwehr - Linker Verteidiger",2024_2025,NULL
274461,NULL,"Borussia Dortmund",30,FelixPasslack,1998-05-29,"Abwehr - Rechter Verteidiger",2022_2023,28
275249,NULL,"SV Werder Bremen",22,NiklasSchmidt,1998-03-01,"Mittelfeld - Zentrales Mittelfeld",2022_2023,28
277179,NULL,"TSG 1899 Hoffenheim",11,Angeliño,1997-01-04,"Abwehr - Linker Verteidiger",2022_2023,29
278332,NULL,"Borussia Mönchengladbach",32,FlorianNeuhaus,1997-03-16,"Mittelfeld - Zentrales Mittelfeld",2022_2023,29
278332,NULL,"Borussia Mönchengladbach",10,FlorianNeuhaus,1997-03-16,"Mittelfeld - Zentrales Mittelfeld",2023_2024,29
278332,NULL,"Borussia Mönchengladbach",10,FlorianNeuhaus,1997-03-16,"Mittelfeld - Zentrales Mittelfeld",2024_2025,29
278332,NULL,"Borussia Mönchengladbach",10,FlorianNeuhaus,1997-03-16,"Mittelfeld - Zentrales Mittelfeld",2025_2026,29
278343,NULL,"FC Augsburg",19,FelixUduokhai,1997-09-09,"Abwehr - Innenverteidiger",2022_2023,28
278343,NULL,"FC Augsburg",19,FelixUduokhai,1997-09-09,"Abwehr - Innenverteidiger",2023_2024,28
278343,NULL,"FC Augsburg",NULL,FelixUduokhai,NULL,"Abwehr - Innenverteidiger",2024_2025,NULL
278359,NULL,"Bayer 04 Leverkusen",9,BorjaIglesias,1993-01-17,"Sturm - Mittelstürmer",2023_2024,33
279009,NULL,"1.FSV Mainz 05",10,MarcoRichter,1997-11-24,"Mittelfeld - Offensives Mittelfeld",2023_2024,28
279009,NULL,"Hamburger SV",20,MarcoRichter,1997-11-24,"Mittelfeld - Offensives Mittelfeld",2024_2025,28
280553,NULL,"FC Schalke 04",30,AntonDonkor,1997-11-11,"Abwehr - Linker Verteidiger",2024_2025,28
280553,NULL,"FC Schalke 04",30,AntonDonkor,1997-11-11,"Abwehr - Linker Verteidiger",2025_2026,28
280575,NULL,"FC Augsburg",13,ElvisRexhbecaj,1997-11-01,"Mittelfeld - Zentrales Mittelfeld",2022_2023,28
280575,NULL,"FC Augsburg",8,ElvisRexhbecaj,1997-11-01,"Mittelfeld - Zentrales Mittelfeld",2023_2024,28
280575,NULL,"FC Augsburg",8,ElvisRexhbecaj,1997-11-01,"Mittelfeld - Zentrales Mittelfeld",2024_2025,28
280575,NULL,"FC Augsburg",8,ElvisRexhbecaj,1997-11-01,"Mittelfeld - Zentrales Mittelfeld",2025_2026,28
281769,NULL,"Bayer 04 Leverkusen",5,MarioHermoso,1995-06-18,"Abwehr - Innenverteidiger",2024_2025,31
281963,NULL,"FC Bayern München",21,LucasHernández,1996-02-14,"Abwehr - Linker Verteidiger",2022_2023,30
282163,NULL,"SV 07 Elversberg",23,CarloSickinger,1997-07-29,"Mittelfeld - Defensives Mittelfeld",2022_2023,28
282163,NULL,"SV 07 Elversberg",23,CarloSickinger,1997-07-29,"Mittelfeld - Defensives Mittelfeld",2023_2024,28
282163,NULL,"SV 07 Elversberg",23,CarloSickinger,1997-07-29,"Mittelfeld - Defensives Mittelfeld",2024_2025,28
282163,NULL,"SV 07 Elversberg",23,CarloSickinger,1997-07-29,"Mittelfeld - Defensives Mittelfeld",2025_2026,28
282349,NULL,"FC Schalke 04",5,TimoBecker,1997-03-25,"Abwehr - Innenverteidiger",2025_2026,29
282660,NULL,"VfB Stuttgart",7,MaximilianMittelstädt,1997-03-18,"Abwehr - Linker Verteidiger",2023_2024,29
282660,NULL,"VfB Stuttgart",7,MaximilianMittelstädt,1997-03-18,"Abwehr - Linker Verteidiger",2024_2025,29
282660,NULL,"VfB Stuttgart",7,MaximilianMittelstädt,1997-03-18,"Abwehr - Linker Verteidiger",2025_2026,29
283001,NULL,"FC Augsburg",17,"NoahSarenren Bazee",1996-08-21,"Sturm - Rechtsaußen",2022_2023,29
283141,NULL,"FC Schalke 04",NULL,BlendiIdrizi,1998-05-02,"Mittelfeld - Offensives Mittelfeld",2022_2023,28
283141,NULL,"FC Schalke 04",18,BlendiIdrizi,1998-05-02,"Mittelfeld - Offensives Mittelfeld",2023_2024,28
283196,NULL,"TSG 1899 Hoffenheim",19,KasperDolberg,1997-10-06,"Sturm - Mittelstürmer",2022_2023,28
283286,NULL,"SC Paderborn 07",NULL,RobinBormuth,1995-09-19,"Abwehr - Innenverteidiger",2022_2023,30
283871,NULL,"1.FC Köln",33,FlorianDietz,1998-08-03,"Sturm - Mittelstürmer",2022_2023,27
